NAME	B cells	Ductal cells 1	Myeloid & Macrophage	T and NK cells	Perivascular cells	Acinar cells	Activated DC	Fenestrated EC	Mast cells	pDCs	Plasma cells	myCAF	ICAF
HLA-DOB	42.898 	1.037 	3.702 	2.014 	1.162 	1.906 	24.526 	1.041 	1.853 	2.057 	21.113 	1.000 	1.044 
JSRP1	1.668 	1.398 	1.061 	1.783 	1.050 	1.453 	1.928 	1.023 	1.660 	1.330 	58.599 	1.000 	1.042 
TRIM29	1.875 	44.183 	1.090 	1.982 	1.055 	1.673 	1.253 	1.069 	1.873 	1.380 	1.221 	1.000 	1.042 
AC104699.1	3.047 	1.034 	1.089 	1.989 	1.055 	1.513 	1.261 	1.044 	1.883 	1.386 	15.554 	1.000 	1.040 
LRRC26	1.878 	1.052 	1.088 	1.982 	1.054 	1.738 	1.247 	1.042 	1.862 	79.081 	1.269 	1.000 	1.038 
CPA3	1.728 	1.029 	1.062 	1.854 	1.044 	1.448 	1.167 	1.032 	211.229 	1.289 	1.133 	1.000 	1.036 
SH2D1A	1.811 	1.026 	1.074 	33.593 	1.055 	3.274 	1.203 	1.036 	1.776 	1.343 	1.262 	1.000 	1.035 
TREM2	3.239 	1.890 	46.541 	3.115 	1.440 	13.697 	11.967 	3.471 	1.000 	2.107 	7.379 	1.000 	1.034 
GCSAM	4.644 	1.030 	1.075 	2.007 	1.049 	1.456 	19.103 	1.036 	1.786 	1.432 	1.326 	1.000 	1.034 
LINC00582	1.787 	1.024 	1.067 	1.908 	1.048 	1.455 	1.207 	1.036 	1.782 	1.325 	9.554 	1.000 	1.034 
VPREB3	109.353 	1.030 	1.110 	1.940 	1.869 	1.627 	1.187 	1.459 	1.751 	1.311 	10.478 	1.000 	1.032 
SIGLEC8	1.757 	1.022 	1.087 	1.879 	1.046 	1.443 	1.185 	1.034 	13.720 	1.310 	1.145 	1.000 	1.032 
GATA3	1.739 	2.057 	1.061 	34.738 	1.050 	5.558 	1.127 	1.024 	1.662 	1.251 	1.982 	1.000 	1.029 
MUC5AC	1.706 	52.219 	1.062 	1.817 	1.044 	1.419 	1.155 	1.029 	4.672 	1.304 	1.254 	1.000 	1.029 
RASSF6	9.148 	13.601 	1.062 	1.852 	1.050 	2.049 	1.164 	1.031 	1.716 	1.286 	13.541 	1.000 	1.027 
PDIA2	1.706 	1.031 	1.061 	1.820 	1.042 	124.184 	1.155 	1.030 	1.702 	1.276 	1.124 	1.000 	1.025 
AOC1	1.688 	14.235 	1.062 	1.794 	1.039 	1.408 	41.756 	1.026 	1.678 	1.263 	1.283 	1.000 	1.025 
SIRPG	1.707 	1.021 	1.060 	15.155 	1.042 	1.414 	1.151 	1.046 	1.696 	1.784 	1.197 	1.000 	1.024 
FAM177B	12.320 	4.544 	1.065 	1.791 	1.043 	1.493 	1.134 	1.024 	1.667 	4.806 	1.115 	1.000 	1.023 
LMTK3	1.678 	7.851 	1.057 	1.781 	1.039 	1.414 	1.136 	1.025 	1.669 	1.279 	14.726 	1.000 	1.023 
MYCT1	1.685 	1.017 	1.056 	1.790 	1.039 	1.450 	1.139 	26.648 	1.677 	1.262 	1.114 	1.000 	1.022 
PHGR1	1.677 	45.964 	1.062 	1.794 	1.038 	1.509 	1.136 	1.025 	1.671 	1.303 	1.167 	1.000 	1.022 
SERPINI2	1.575 	1.008 	1.047 	1.677 	1.031 	99.421 	1.097 	1.018 	1.568 	1.195 	1.080 	1.000 	1.021 
PARP15	9.978 	1.017 	1.071 	4.601 	1.036 	1.439 	1.116 	1.021 	1.637 	3.564 	1.121 	1.000 	1.021 
GATA1	1.665 	1.015 	1.054 	1.772 	1.037 	1.398 	1.125 	1.023 	18.822 	1.249 	1.107 	1.000 	1.021 
BLNK	35.448 	3.291 	6.414 	1.795 	1.037 	5.203 	1.118 	1.021 	1.642 	27.378 	17.371 	1.000 	1.021 
PRSS8	1.629 	34.419 	1.051 	1.714 	1.035 	14.067 	1.111 	1.020 	1.623 	1.223 	1.690 	1.000 	1.020 
EPB41L4B	1.599 	1.686 	1.049 	1.695 	1.032 	16.798 	1.102 	1.020 	1.595 	1.208 	1.090 	1.000 	1.020 
TRAT1	1.557 	1.008 	1.044 	30.494 	1.041 	1.648 	1.081 	1.014 	1.504 	1.195 	1.169 	1.000 	1.018 
AZGP1	1.610 	13.795 	1.048 	1.698 	1.033 	63.107 	1.102 	1.020 	1.600 	1.211 	1.202 	1.000 	1.017 
SERPINA4	1.583 	3.023 	1.048 	1.686 	1.031 	45.709 	1.099 	1.019 	1.577 	1.200 	1.109 	1.000 	1.016 
RP11-73G16.2	1.579 	1.008 	1.048 	1.681 	1.031 	1.348 	1.098 	1.019 	1.574 	14.219 	1.081 	1.000 	1.016 
AMPD1	1.537 	1.006 	1.045 	1.662 	1.028 	1.332 	1.091 	1.017 	1.532 	1.186 	14.562 	1.000 	1.014 
CNR2	13.557 	1.006 	1.044 	1.678 	1.032 	1.336 	1.081 	1.014 	1.509 	2.081 	1.081 	1.000 	1.012 
LINC00672	1.448 	2.041 	1.035 	1.635 	1.992 	1.245 	1.062 	1.005 	13.201 	1.125 	1.058 	1.000 	1.011 
FCGR1B	1.435 	1.001 	11.032 	1.480 	1.018 	2.646 	1.060 	1.003 	4.041 	1.118 	1.549 	1.000 	1.009 
AC079767.4	36.143 	1.008 	2.070 	1.631 	1.033 	1.409 	15.495 	1.013 	1.498 	1.161 	1.075 	1.000 	1.009 
CYYR1	1.502 	1.004 	1.352 	1.635 	1.023 	1.309 	4.184 	55.133 	1.494 	9.705 	1.114 	1.000 	1.009 
GPR132	6.499 	1.328 	5.586 	6.299 	1.020 	1.320 	22.317 	1.009 	1.405 	2.384 	1.854 	1.000 	1.008 
COL17A1	1.478 	38.361 	1.039 	1.587 	1.021 	1.286 	1.075 	1.143 	1.473 	1.143 	1.065 	1.000 	1.008 
CCL3L1	1.424 	1.001 	13.221 	1.519 	1.013 	2.255 	3.963 	1.003 	1.415 	1.108 	1.067 	1.000 	1.008 
RERGL	1.478 	1.003 	1.038 	1.594 	37.412 	1.285 	1.074 	1.008 	1.472 	1.141 	1.066 	1.000 	1.007 
TMC5	1.404 	64.280 	1.027 	1.456 	1.008 	6.903 	1.055 	1.011 	1.398 	1.090 	1.070 	1.000 	1.006 
CCL14	1.460 	1.003 	1.036 	1.543 	1.020 	1.328 	1.069 	21.263 	1.459 	1.130 	1.061 	1.000 	1.006 
CCL17	1.470 	1.008 	2.291 	1.576 	1.020 	1.268 	67.193 	1.020 	1.458 	3.186 	1.094 	1.000 	1.006 
GPR160	6.238 	6.609 	4.516 	1.503 	1.017 	6.461 	3.810 	1.003 	1.413 	4.114 	18.874 	1.000 	1.005 
GPIHBP1	1.453 	1.002 	1.035 	1.517 	1.019 	1.261 	1.066 	16.696 	1.451 	1.119 	1.060 	1.000 	1.004 
MCOLN2	5.388 	1.002 	3.864 	6.880 	1.021 	1.358 	19.694 	1.003 	2.479 	15.085 	1.087 	1.000 	1.003 
E2F5	3.748 	1.028 	1.026 	1.452 	1.008 	1.417 	1.055 	1.002 	1.393 	4.438 	13.617 	1.000 	1.003 
SCTR	1.435 	3.855 	1.032 	1.484 	1.014 	26.871 	1.061 	1.003 	1.428 	1.105 	1.058 	1.000 	1.003 
TPRN	1.358 	2.397 	1.023 	1.417 	1.009 	19.192 	1.049 	1.001 	1.346 	1.069 	1.055 	1.000 	1.003 
ZG16B	1.431 	41.478 	1.037 	1.529 	1.013 	1.615 	1.623 	1.003 	1.421 	1.103 	1.056 	1.000 	1.003 
RGS18	1.366 	1.001 	19.811 	1.458 	1.004 	3.008 	1.978 	1.001 	4.390 	11.225 	2.191 	1.000 	1.003 
TM4SF18	1.394 	1.001 	1.022 	1.449 	1.008 	1.189 	1.054 	26.951 	1.388 	1.081 	1.048 	1.000 	1.003 
THSD7A	1.395 	1.184 	1.022 	1.447 	1.011 	1.191 	1.055 	20.367 	1.391 	1.081 	1.049 	1.000 	1.002 
ITGAM	4.036 	1.112 	18.767 	1.355 	1.001 	3.007 	4.264 	1.000 	12.239 	1.055 	2.139 	1.000 	1.002 
GPR146	1.412 	1.001 	1.035 	1.470 	1.014 	1.224 	1.058 	20.830 	4.782 	1.981 	1.052 	1.000 	1.002 
LINC00694	1.412 	1.003 	1.034 	1.474 	1.012 	1.212 	1.058 	1.003 	13.496 	1.096 	1.055 	1.000 	1.002 
DENND2D	10.776 	6.089 	4.261 	24.611 	1.491 	3.196 	1.797 	1.018 	11.801 	2.842 	4.605 	1.000 	1.002 
LYPD3	1.324 	1.029 	1.575 	1.443 	1.003 	1.240 	18.778 	1.001 	1.317 	1.063 	1.038 	1.000 	1.002 
MPZL2	1.392 	16.337 	3.639 	1.461 	1.007 	1.597 	1.052 	28.140 	1.385 	1.476 	1.071 	1.000 	1.002 
RGS13	1.412 	1.001 	1.036 	1.441 	1.005 	1.234 	8.585 	1.001 	105.589 	9.506 	3.051 	1.000 	1.002 
PACSIN1	1.393 	1.001 	1.021 	1.448 	1.007 	1.186 	1.053 	1.001 	1.386 	18.154 	1.050 	1.000 	1.001 
RP11-693J15.5	37.809 	1.001 	1.028 	1.445 	1.014 	1.182 	4.340 	1.001 	1.380 	2.445 	1.791 	1.000 	1.001 
MYBL2	1.434 	1.001 	1.024 	1.451 	1.006 	1.164 	1.050 	1.001 	1.363 	28.700 	3.226 	1.000 	1.001 
STC1	1.328 	1.000 	1.015 	1.395 	1.003 	1.181 	1.045 	47.665 	1.320 	1.064 	1.042 	1.000 	1.001 
IDO1	1.321 	1.000 	1.021 	1.390 	1.003 	1.123 	55.085 	1.000 	1.314 	1.062 	1.045 	1.000 	1.000 
IDO2	1.319 	1.000 	1.017 	1.387 	1.003 	1.122 	10.971 	1.000 	1.314 	1.062 	1.038 	1.000 	1.000 
LYPD2	1.323 	52.863 	1.018 	1.389 	1.003 	1.195 	1.044 	1.010 	1.316 	1.063 	1.056 	1.000 	1.000 
SLAMF6	5.936 	1.014 	1.021 	10.908 	1.003 	1.201 	1.045 	1.001 	1.323 	1.065 	5.488 	1.000 	1.000 
MMRN2	1.237 	1.000 	1.004 	1.298 	1.367 	1.083 	1.886 	49.276 	1.231 	1.050 	1.027 	1.000 	1.000 
ABHD15	4.335 	1.290 	4.706 	4.351 	1.000 	2.008 	5.350 	1.111 	5.112 	27.999 	1.892 	1.000 	1.000 
AC009336.24	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	16.973 	1.000 	1.000 	1.000 	1.000 	1.000 
AC009404.2	1.003 	1.000 	1.531 	1.011 	1.000 	1.000 	1.000 	1.000 	1.003 	12.759 	1.000 	1.000 	1.000 
AC011306.2	1.020 	1.000 	1.000 	1.027 	1.000 	14.689 	1.000 	1.000 	1.020 	1.000 	1.000 	1.000 	1.000 
AC011526.1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	80.937 	1.000 	1.000 	1.000 	1.000 	1.000 
AC011893.3	1.044 	1.000 	1.000 	1.055 	1.000 	1.018 	1.000 	1.000 	1.043 	14.421 	1.000 	1.000 	1.000 
AC074289.1	3.442 	1.000 	3.863 	1.056 	1.000 	1.024 	1.000 	1.000 	1.039 	1.002 	11.193 	1.000 	1.000 
AC078941.1	1.000 	1.000 	1.000 	1.000 	1.000 	13.452 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
AC093818.1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.874 	1.000 	20.058 	1.000 	1.000 
AC131097.4	1.043 	1.000 	1.000 	1.051 	1.000 	18.346 	1.000 	1.000 	1.042 	1.001 	1.000 	1.000 	1.000 
ACHE	1.006 	8.694 	1.000 	1.015 	2.164 	1.011 	23.243 	1.000 	1.006 	1.000 	1.000 	1.000 	1.000 
ADAM8	10.772 	6.654 	16.486 	13.350 	1.000 	4.798 	54.533 	1.301 	16.452 	1.856 	6.161 	1.000 	1.000 
ADCY4	1.000 	1.000 	1.000 	1.000 	1.165 	1.000 	1.000 	26.961 	1.000 	1.000 	1.000 	1.000 	1.000 
ADCYAP1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	26.881 	1.000 	1.000 	1.000 	1.000 
ADM5	1.001 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	20.210 	1.001 	1.000 	1.000 	1.000 	1.000 
ADRB2	5.060 	1.028 	7.059 	8.993 	1.000 	1.000 	4.469 	11.162 	36.392 	4.203 	7.146 	1.000 	1.000 
AKR7A3	1.000 	29.441 	1.000 	1.000 	1.000 	12.703 	1.000 	1.000 	2.790 	1.000 	1.000 	1.000 	1.000 
AL928768.3	64.274 	1.000 	1.000 	1.072 	1.000 	1.044 	1.001 	1.000 	1.053 	1.009 	99.051 	1.000 	1.000 
ALDOB	1.000 	22.776 	1.000 	1.000 	1.000 	5.132 	1.000 	1.000 	1.000 	1.000 	1.735 	1.000 	1.000 
AMY2A	1.000 	1.000 	1.000 	1.000 	1.000 	175.160 	1.737 	1.000 	1.000 	1.000 	1.873 	1.000 	1.000 
AMY2B	1.000 	1.227 	1.000 	1.000 	1.000 	79.078 	1.000 	1.000 	1.000 	1.698 	1.432 	1.000 	1.000 
ANXA10	1.000 	50.206 	1.000 	1.000 	1.000 	4.329 	1.760 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
AP1M2	1.048 	19.620 	1.000 	1.057 	1.000 	7.912 	1.000 	1.000 	1.060 	1.003 	1.000 	1.000 	1.000 
AQP8	1.000 	1.000 	1.000 	1.000 	1.000 	85.805 	1.000 	1.000 	4.311 	1.000 	1.000 	1.000 	1.000 
ARHGAP9	20.092 	1.000 	11.852 	23.610 	1.000 	3.590 	1.000 	1.383 	4.584 	26.830 	8.963 	1.000 	1.000 
ARHGEF15	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	16.738 	3.531 	1.000 	1.000 	1.000 	1.000 
ARHGEF16	1.000 	15.296 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
ARL14	1.000 	25.337 	1.000 	1.000 	1.000 	4.550 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
ASIP	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	18.112 	1.000 	1.000 	1.000 
BCAS1	1.000 	22.555 	1.000 	1.000 	1.000 	1.000 	1.759 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BCL11A	30.775 	1.000 	3.800 	1.000 	1.000 	3.151 	15.931 	1.000 	6.515 	73.108 	1.000 	1.000 	1.000 
BCL11B	1.000 	1.000 	1.000 	17.336 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BCL2L14	1.081 	1.751 	1.000 	1.116 	1.000 	1.060 	37.010 	1.000 	1.080 	1.021 	1.009 	1.000 	1.000 
BCL6B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	22.592 	1.000 	1.000 	1.000 	1.000 	1.000 
BEX5	1.963 	1.390 	1.000 	5.785 	1.000 	14.467 	1.000 	7.124 	4.554 	1.000 	17.313 	1.000 	1.000 
BLK	48.955 	1.000 	1.000 	1.000 	1.000 	1.000 	2.211 	1.000 	1.000 	12.388 	4.459 	1.000 	1.000 
BRSK1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	23.855 	1.000 	1.000 
BTK	33.690 	1.000 	16.302 	1.000 	1.000 	3.093 	9.646 	1.000 	41.781 	17.076 	12.997 	1.000 	1.000 
BTLA	14.503 	1.000 	1.000 	3.739 	1.000 	1.000 	12.942 	1.000 	1.000 	2.957 	2.560 	1.000 	1.000 
BTNL9	1.176 	1.000 	1.001 	1.203 	1.001 	1.073 	1.019 	28.751 	1.136 	1.037 	1.014 	1.000 	1.000 
C2CD4B	1.022 	1.000 	1.000 	1.033 	1.000 	17.999 	1.000 	3.915 	1.022 	1.000 	1.000 	1.000 	1.000 
C2orf88	1.049 	3.976 	1.000 	1.058 	1.000 	3.837 	1.000 	1.000 	1.047 	1.003 	10.693 	1.000 	1.000 
C6orf222	1.019 	6.054 	1.000 	1.025 	1.000 	25.839 	1.000 	1.000 	1.019 	1.000 	1.000 	1.000 	1.000 
CAMK1G	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	11.158 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CAPN8	1.000 	45.334 	1.000 	1.000 	1.000 	1.000 	1.654 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CARD11	5.363 	5.011 	2.219 	4.718 	1.094 	1.000 	1.000 	1.000 	2.782 	16.529 	1.000 	1.000 	1.000 
CASQ2	1.000 	1.000 	1.000 	1.000 	14.456 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CATSPER1	1.000 	1.747 	8.560 	1.000 	1.000 	1.000 	1.000 	1.000 	18.687 	1.000 	1.000 	1.000 	1.000 
CCDC64B	1.000 	20.498 	1.000 	1.003 	1.000 	40.062 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CCL8	1.000 	1.000 	1.000 	1.000 	20.358 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CCR6	23.397 	1.000 	5.382 	13.941 	1.000 	1.000 	18.360 	1.000 	2.335 	1.000 	1.459 	1.000 	1.000 
CD19	52.003 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	12.326 	1.000 	1.000 
CD1B	1.000 	1.000 	2.146 	1.000 	1.000 	1.000 	12.248 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CD1E	1.000 	1.000 	12.967 	1.000 	1.000 	1.000 	43.612 	1.000 	1.000 	1.000 	3.252 	1.000 	1.000 
CD22	50.244 	1.000 	2.481 	1.000 	1.000 	1.000 	1.874 	1.442 	22.492 	1.000 	1.000 	1.000 	1.000 
CD247	2.527 	1.000 	1.428 	46.730 	1.000 	4.292 	1.000 	1.103 	1.000 	1.680 	2.364 	1.000 	1.000 
CD28	1.000 	1.000 	1.000 	9.181 	1.000 	1.000 	2.991 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CD300A	3.578 	1.511 	30.639 	7.058 	1.566 	8.196 	2.172 	1.740 	28.285 	26.488 	10.476 	1.000 	1.000 
CD300C	1.000 	1.000 	7.845 	1.000 	1.000 	1.000 	1.000 	1.000 	10.030 	1.000 	1.000 	1.000 	1.000 
CD300LF	1.000 	1.000 	14.647 	1.000 	1.000 	4.238 	5.181 	1.000 	11.238 	2.416 	1.714 	1.000 	1.000 
CD33	1.000 	1.000 	14.609 	1.000 	1.000 	1.246 	1.000 	1.000 	21.778 	1.674 	1.000 	1.000 	1.000 
CD38	5.416 	1.000 	4.452 	3.972 	1.000 	1.000 	1.000 	1.614 	15.635 	6.816 	59.375 	1.000 	1.000 
CD40LG	1.000 	1.000 	1.000 	17.651 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CD5	1.000 	1.000 	1.000 	20.198 	1.000 	3.254 	7.055 	1.000 	1.000 	3.215 	1.882 	1.000 	1.000 
CD79A	174.029 	1.000 	1.908 	4.247 	2.353 	2.215 	1.602 	1.309 	1.000 	7.681 	161.274 	1.000 	1.000 
CD79B	129.768 	1.000 	1.828 	10.750 	3.093 	4.165 	1.000 	9.781 	9.760 	1.000 	41.887 	1.000 	1.000 
CD80	1.000 	1.000 	3.653 	1.000 	1.000 	1.000 	24.680 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CD84	8.271 	1.000 	17.097 	10.388 	1.000 	3.661 	26.145 	1.398 	26.739 	3.615 	2.736 	1.000 	1.000 
CD8A	1.000 	1.000 	1.342 	56.602 	1.862 	1.000 	1.000 	1.396 	1.000 	1.000 	3.799 	1.000 	1.000 
CD8B	1.000 	1.000 	1.917 	41.084 	1.000 	2.637 	1.772 	3.571 	1.000 	1.000 	4.458 	1.000 	1.000 
CDH1	1.000 	30.588 	1.000 	1.000 	1.000 	10.802 	1.000 	1.000 	1.958 	2.894 	2.052 	1.000 	1.000 
CDH5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	52.605 	1.000 	1.000 	1.000 	1.000 	1.000 
CDHR2	1.000 	19.092 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CDHR5	1.000 	23.242 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CEACAM5	1.167 	43.804 	1.002 	1.229 	1.000 	1.063 	1.021 	1.000 	1.160 	1.041 	1.020 	1.000 	1.000 
CELA2A	1.155 	1.000 	1.004 	1.240 	1.000 	184.205 	1.020 	1.000 	2.727 	1.038 	1.664 	1.000 	1.000 
CELA2B	1.155 	1.000 	1.002 	1.213 	1.000 	153.768 	1.020 	1.833 	1.144 	1.043 	1.030 	1.000 	1.000 
CENPM	9.492 	3.262 	1.000 	5.961 	1.000 	1.000 	1.000 	1.000 	2.001 	1.000 	11.643 	1.000 	1.000 
CHI3L2	23.236 	1.000 	1.000 	1.135 	1.000 	1.037 	1.003 	1.000 	1.065 	1.017 	2.087 	1.000 	1.000 
CLDN10	1.000 	17.668 	1.000 	1.000 	1.000 	43.927 	1.595 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CLDN14	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	9.769 	1.000 	1.000 
CLDN18	1.000 	93.239 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.587 	1.000 	1.000 	1.000 	1.000 
CLDN3	1.000 	12.067 	1.000 	1.000 	1.000 	16.916 	2.081 	1.000 	1.000 	1.000 	2.885 	1.000 	1.000 
CLDN5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	122.110 	1.000 	1.000 	1.000 	1.000 	1.000 
CLDN7	1.000 	54.306 	3.407 	1.000 	1.143 	26.809 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CLEC4C	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	36.333 	1.000 	1.000 	1.000 
CLEC4E	1.000 	1.000 	15.648 	1.000 	1.000 	1.000 	1.000 	1.991 	1.000 	1.000 	1.000 	1.000 	1.000 
CLEC5A	1.000 	1.000 	22.063 	1.000 	1.000 	3.896 	1.000 	1.000 	1.000 	1.000 	2.376 	1.000 	1.000 
CLECL1	24.563 	1.000 	10.330 	3.271 	1.000 	4.216 	22.446 	1.000 	12.671 	10.528 	7.321 	1.000 	1.000 
CLPSL1	1.000 	1.000 	1.000 	1.000 	1.000 	50.020 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CMA1	1.235 	1.000 	1.004 	1.291 	1.001 	1.081 	1.032 	1.000 	24.203 	1.050 	1.026 	1.000 	1.000 
CNTNAP3B	1.064 	1.000 	1.000 	1.081 	1.000 	1.047 	1.002 	16.061 	1.063 	1.014 	1.001 	1.000 	1.000 
CR1	7.673 	1.000 	2.987 	1.000 	1.000 	1.000 	1.000 	1.000 	5.340 	1.000 	1.000 	1.000 	1.000 
CR2	10.691 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CRTAM	1.020 	1.000 	3.160 	9.207 	1.000 	1.006 	1.836 	1.000 	1.019 	1.000 	1.000 	1.000 	1.000 
CTA-292E10.6	1.000 	1.699 	2.133 	3.964 	2.001 	2.309 	7.543 	1.000 	4.399 	5.546 	18.010 	1.000 	1.000 
CTD-3203P2.2	1.000 	1.000 	1.194 	1.000 	1.000 	1.000 	4.096 	1.000 	23.414 	1.000 	1.000 	1.000 	1.000 
CTLA4	1.000 	1.000 	1.000 	15.921 	1.000 	1.000 	1.650 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CUZD1	1.000 	1.000 	1.000 	1.000 	1.000 	111.718 	1.000 	1.000 	2.906 	1.000 	1.000 	1.000 	1.000 
CX3CR1	1.000 	1.000 	12.470 	1.000 	1.000 	3.915 	1.874 	1.000 	4.279 	1.000 	1.000 	1.000 	1.000 
CXCL17	1.000 	8.650 	1.000 	1.000 	1.000 	42.094 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXCL5	1.000 	25.735 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXCL9	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	15.421 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXCR5	30.707 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXorf21	10.893 	1.000 	16.064 	2.997 	1.000 	1.791 	3.871 	1.000 	1.000 	21.617 	9.590 	1.000 	1.000 
CXorf36	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	29.463 	1.000 	1.000 	1.000 	1.000 	1.000 
DARC	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	45.313 	1.000 	1.000 	1.000 	1.000 	1.000 
DHRS9	1.033 	6.878 	2.598 	1.035 	1.000 	1.003 	1.000 	1.000 	19.768 	1.000 	3.864 	1.000 	1.000 
DLL4	1.045 	1.000 	1.000 	1.055 	1.443 	1.020 	1.000 	30.925 	1.045 	1.002 	7.394 	1.000 	1.000 
DNAAF1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	37.171 	1.000 	1.000 
DNASE1L3	2.435 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.360 	1.000 	28.950 	1.000 	1.000 	1.000 
DSP	1.000 	23.444 	1.000 	1.000 	1.733 	13.717 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DUOX2	1.000 	32.760 	1.000 	1.000 	1.000 	2.225 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DUOXA2	1.000 	29.436 	1.000 	1.000 	1.000 	5.376 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DYSF	1.000 	1.000 	1.857 	1.000 	1.000 	1.000 	1.000 	18.507 	1.000 	1.000 	1.000 	1.000 	1.000 
EBI3	1.000 	1.000 	5.475 	1.000 	1.000 	2.110 	79.329 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
ECSCR	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	91.482 	1.000 	1.000 	1.000 	1.000 	1.000 
EMCN	1.038 	1.000 	1.000 	1.048 	1.000 	1.020 	1.000 	69.792 	1.038 	1.002 	1.000 	1.000 	1.000 
EMR2	1.009 	1.000 	14.023 	1.008 	1.000 	1.001 	1.000 	1.000 	14.098 	2.174 	1.000 	1.000 	1.000 
ENAM	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.920 	12.058 	1.000 	1.000 
ENPP3	1.050 	1.000 	1.000 	1.060 	1.000 	1.021 	1.000 	1.000 	21.544 	1.003 	1.000 	1.000 	1.000 
EOMES	1.000 	1.000 	1.000 	9.439 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.566 	1.000 	1.000 
EPS8L3	1.219 	36.700 	1.003 	1.271 	1.001 	1.108 	1.028 	1.000 	1.212 	1.047 	1.024 	1.000 	1.000 
ERN2	1.064 	15.676 	1.000 	1.081 	1.000 	1.039 	1.002 	1.000 	1.062 	1.013 	1.001 	1.000 	1.000 
