NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	NK cells	naive B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
LAMB3	5.620 	3.997 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.333 	1.000 	1.000 	1.000 	1.000 	2.507 	1.000 	1.078 	1.000 	2.646 	1.775 	8.491 	169.708 	1.062 	1.000 	936.038 	3.563 	1.336 	4.972 	1.000 	4.551 	3.391 	1.274 	2.034 
LAMC1	1.000 	1.000 	4.128 	1.000 	1.000 	19.109 	3.204 	2.907 	1.000 	2.888 	5.696 	1.000 	1.000 	2.504 	15.438 	6.739 	10.208 	204.425 	19.042 	105.576 	334.798 	366.578 	103.645 	92.882 	68.729 	54.843 	148.846 	255.610 	214.204 	2.829 	262.879 	393.618 	131.965 	100.412 
LAMC2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.101 	1.110 	1.869 	363.748 	1.000 	1.000 	1825.251 	4.100 	1.210 	1.000 	1.000 	1.035 	1.819 	29.554 	56.865 
LAPTM4B	1.000 	1.000 	30.859 	2.430 	1.000 	1.000 	30.861 	36.068 	17.078 	16.412 	1.000 	1.000 	12.271 	22.329 	1.641 	1.000 	1.000 	60.728 	1.000 	79.182 	71.863 	74.649 	123.725 	321.900 	59.043 	72.832 	39.315 	63.734 	11.864 	53.405 	56.210 	86.080 	114.821 	268.568 
LAT	1.000 	3.374 	1.000 	83.921 	53.533 	1.000 	1.797 	1.000 	1.000 	1.000 	12.010 	81.179 	20.705 	152.759 	2.679 	31.897 	18.674 	1.000 	2.523 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.070 	1.576 	1.000 	1.000 	1.371 	1.390 
LAT2	108.704 	78.937 	76.844 	1.097 	89.402 	97.786 	64.546 	92.446 	164.886 	186.333 	49.283 	4.962 	12.727 	91.943 	115.652 	27.963 	4.201 	1.007 	25.527 	1.001 	1.005 	1.006 	1.005 	1.018 	1.209 	1.003 	1.035 	1.007 	1.437 	1.045 	1.022 	1.027 	1.130 	1.000 
LCK	1.000 	1.000 	1.000 	207.757 	184.007 	8.853 	2.918 	2.797 	7.132 	2.532 	1.000 	170.387 	1.000 	1.000 	1.694 	1.000 	1.000 	1.000 	17.516 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LCP1	1088.682 	510.362 	165.752 	184.007 	410.883 	172.900 	162.696 	207.276 	195.407 	363.929 	571.414 	243.282 	77.426 	33.321 	251.128 	866.765 	1532.936 	1.000 	52.694 	1.000 	1.000 	1.000 	1.364 	1.245 	4.882 	1.000 	1.097 	1.000 	53.573 	30.063 	7.342 	1.001 	1.000 	1.164 
LDB2	1.959 	1.011 	1.062 	1.010 	3.911 	1.031 	3.806 	1.261 	1.538 	5.005 	1.000 	3.079 	1.285 	1.005 	1.001 	1.002 	1.003 	75.690 	1.027 	1.190 	9.758 	25.215 	1.000 	1.324 	8.939 	1.000 	44.028 	2.818 	11.256 	1.287 	4.665 	2.284 	7.830 	1.015 
LDB3	1.958 	1.011 	1.062 	1.007 	1.017 	1.031 	1.498 	1.086 	1.537 	1.060 	1.000 	1.004 	1.284 	1.005 	1.001 	1.002 	1.003 	1.000 	1.027 	1.000 	1.000 	1.000 	1.000 	1.001 	84.027 	1.000 	1.000 	3.878 	1.000 	1.009 	1.002 	1.002 	1.000 	1.000 
LEF1	1.761 	1.041 	14.445 	444.686 	5.190 	2.546 	1.985 	10.163 	4.376 	11.051 	1.000 	321.568 	9.161 	2.979 	1.377 	1.000 	1.000 	1.000 	12.660 	1.017 	1.000 	1.000 	1.000 	52.282 	1.005 	1.227 	1.000 	1.000 	1.000 	1.000 	1.179 	1.000 	1.000 	1.859 
LEP	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	209.080 	1.000 	1.000 	1.000 	1.000 	1.000 
LGALS2	1.001 	80.486 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.397 	2.298 	28.642 	1.000 	1.000 	1.000 	1.000 	40.108 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LGALS3	11.812 	127.559 	1.000 	1.416 	2.211 	1.000 	1.000 	1.000 	1.395 	1.000 	824.283 	7.466 	25.407 	2.847 	57.104 	866.765 	1907.371 	20.510 	12.220 	141.198 	227.307 	78.916 	77.365 	910.750 	33.374 	127.208 	46.306 	50.388 	201.744 	11.033 	54.686 	153.526 	75.407 	58.205 
LGALS3BP	8.594 	5.248 	8.867 	17.671 	1.000 	2.777 	31.087 	13.705 	25.499 	31.110 	6.960 	22.201 	1.087 	2.139 	4.911 	21.480 	3.517 	1.000 	5.488 	1.178 	90.420 	166.666 	127.640 	731.040 	13.787 	46.978 	6.584 	250.839 	218.789 	17.010 	225.686 	166.255 	137.308 	324.203 
LGALS7B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	291.837 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.026 
LGALSL	14.590 	1.667 	1.000 	1.000 	1.000 	1.000 	1.300 	1.000 	1.000 	1.000 	1.427 	1.659 	7.386 	161.570 	1.000 	2.009 	2.220 	1.382 	2.884 	2.028 	1.049 	1.387 	3.974 	1.457 	3.595 	2.901 	1.075 	1.261 	1.700 	16.031 	1.269 	1.000 	1.142 	1.271 
LIF	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.070 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.323 	1.000 	10.096 	2.558 	1.000 	1.000 	1.037 	1.000 	25.108 	1.000 	1.000 	37.765 	1.097 	12.025 	23.332 
LILRA5	114.651 	115.852 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	57.091 	3.698 	1.000 	1.000 	1.000 	8.580 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.005 	1.000 	1.000 	1.000 	1.000 	1.000 
LILRB4	1.000 	27.690 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.746 	124.552 	1.000 	1.000 	1.000 	1.000 	239.690 	42.688 	1.000 	1.263 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.334 	1.000 	1.000 	1.000 	1.000 	1.000 
LIME1	5.665 	2.049 	1.000 	22.482 	42.983 	1.941 	1.000 	1.000 	1.000 	1.484 	1.165 	36.417 	1.000 	1.000 	1.711 	1.000 	1.239 	1.033 	118.763 	1.000 	1.183 	1.018 	1.151 	1.000 	1.038 	2.823 	1.263 	1.162 	1.362 	1.000 	1.274 	1.000 	2.202 	1.551 
LINC00426	1.649 	1.009 	4.805 	3.842 	8.860 	4.564 	15.363 	13.955 	18.693 	13.482 	1.000 	2.750 	1.104 	1.000 	5.835 	1.000 	1.000 	1.000 	16.394 	1.000 	1.000 	1.000 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LINC00473	1.571 	1.001 	1.014 	1.001 	1.003 	1.007 	1.610 	1.018 	1.246 	1.014 	1.000 	1.000 	1.085 	1.000 	1.000 	1.000 	1.000 	1.000 	1.006 	1.000 	1.000 	1.000 	1.000 	158.729 	1.003 	1.000 	1.000 	1.000 	1.000 	1.490 	1.000 	1.000 	1.000 	1.000 
LIPA	4.060 	55.371 	39.877 	18.561 	36.926 	26.659 	84.518 	78.388 	30.421 	38.759 	2392.582 	13.184 	27.864 	78.190 	12.459 	1276.141 	7112.652 	23.185 	7.777 	23.191 	42.020 	23.995 	16.681 	46.884 	4.179 	31.716 	21.083 	18.290 	54.885 	19.134 	21.022 	40.010 	20.318 	17.972 
LIPE	1.007 	1.000 	1.000 	3.384 	2.590 	11.594 	1.001 	1.000 	1.000 	1.000 	1.000 	2.886 	1.421 	1.000 	1.000 	1.000 	1.000 	1.767 	3.980 	1.012 	1.000 	1.000 	1.365 	3.514 	5.304 	8.993 	2.528 	1.068 	696.986 	1.000 	1.258 	3.043 	2.698 	2.025 
LLPH	13.586 	13.645 	42.961 	10.719 	8.643 	4.468 	64.685 	43.645 	106.024 	44.450 	10.797 	7.842 	51.006 	46.738 	11.696 	15.346 	17.048 	1.825 	8.882 	1.884 	2.271 	1.488 	2.591 	1.260 	3.996 	5.522 	2.452 	2.842 	1.260 	18.040 	1.037 	1.185 	3.053 	1.565 
LMO7	1.000 	1.805 	2.947 	37.728 	2.085 	8.683 	5.838 	4.475 	1.002 	2.599 	1.403 	16.532 	1.000 	2.792 	2.529 	1.355 	1.600 	11.338 	2.343 	427.705 	57.830 	120.379 	17.246 	3.630 	58.268 	1.420 	5.697 	215.981 	1.710 	53.021 	58.978 	7.989 	58.310 	29.659 
LOX	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.073 	3.556 	1.000 	1.000 	1.000 	1.000 	1.000 	1.369 	1.000 	1.000 	1.000 	21.974 	1.000 	230.608 	78.898 	35.922 	4.140 	2.271 	1.000 	1.000 	12.079 	66.045 	12.772 	17.815 	55.927 	14.468 	81.527 	35.640 
LOXL1	5.078 	1.000 	1.000 	1.000 	1.000 	1.000 	1.781 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.132 	1.000 	71.049 	84.427 	61.850 	16.798 	1.459 	2.432 	5.477 	1.000 	58.570 	1.327 	1.252 	26.415 	45.302 	127.556 	85.139 
LOXL2	4.866 	1.689 	1.000 	2.647 	1.794 	2.259 	1.000 	1.000 	1.000 	1.000 	1.000 	1.490 	1.000 	1.000 	1.000 	1.000 	1.000 	78.274 	14.212 	91.948 	84.255 	93.325 	58.708 	3.037 	1.000 	18.043 	163.825 	130.709 	14.107 	2.257 	241.700 	39.801 	114.175 	203.746 
LOXL4	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	6.568 	24.350 	21.454 	1.252 	1.000 	1.918 	1.000 	1.260 	46.619 	2.060 	1.000 	17.051 	2.479 	25.696 	9.289 
LPL	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	152.871 	1.000 	1.000 	1.000 	1.000 	354.925 	742.738 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.946 	40.525 	1.000 	1.000 	1.000 	772.221 	496.128 	1.000 	1.000 	1.000 	1.035 
LRP1	1.000 	43.403 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	55.581 	1.000 	1.000 	1.000 	1.000 	25.013 	56.649 	1.017 	1.322 	274.228 	148.859 	239.859 	16.155 	17.533 	23.366 	4.575 	1.000 	57.929 	270.750 	4.491 	157.320 	196.188 	52.412 	28.184 
LRRC17	2.026 	1.013 	1.366 	1.009 	1.021 	1.038 	1.535 	1.105 	1.586 	1.075 	1.000 	1.005 	1.323 	1.007 	1.001 	1.002 	1.004 	1.517 	1.034 	1.000 	31.503 	35.676 	1.347 	1.001 	1.028 	1.000 	1.151 	180.262 	1.000 	1.296 	8.736 	1.861 	185.580 	20.526 
LRRC70	5.474 	2.012 	10.919 	3.428 	3.741 	3.725 	64.670 	38.600 	28.487 	25.211 	1.000 	3.314 	1.844 	1.207 	1.570 	1.004 	1.006 	16.584 	1.043 	1.000 	1.000 	1.000 	1.000 	1.002 	1.038 	1.000 	9.824 	1.000 	1.564 	1.008 	1.003 	1.004 	1.000 	1.000 
LRRK2	275.810 	28.647 	1.000 	1.000 	1.000 	18.511 	1.000 	1.000 	1.000 	1.000 	5.031 	1.000 	1.000 	1.000 	1.000 	2.050 	1.992 	1.000 	1.000 	1.363 	1.328 	3.101 	1.000 	5.022 	2.810 	1.000 	1.000 	1.000 	3.611 	3.141 	1.000 	1.477 	1.170 	1.000 
LRRN3	1.000 	1.000 	1.000 	16.511 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	29.629 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.051 	1.000 	1.000 	2.272 	1.000 	1.000 	1.198 	1.000 	150.370 	1.261 	1.000 	1.408 	1.000 
LRRN4	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	102.502 
LSP1	504.396 	216.152 	25.481 	110.564 	221.931 	144.541 	28.682 	33.204 	52.080 	67.617 	382.613 	144.675 	1.000 	1.000 	35.274 	389.905 	254.801 	1.000 	312.677 	35.449 	1.391 	1.026 	1.000 	1.000 	3.601 	1.000 	1.000 	83.536 	10.714 	1.408 	1.000 	58.612 	1.050 	1.245 
LST1	596.156 	309.383 	44.251 	5.707 	3.002 	11.840 	189.707 	136.212 	336.499 	76.213 	174.243 	47.333 	9.235 	82.613 	59.979 	80.253 	19.525 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.689 	1.000 	1.000 	1.000 	1.000 	1.000 
LTB	65.022 	4.250 	1.000 	242.341 	9.768 	284.367 	2.004 	3.420 	10.045 	4.605 	1.227 	169.447 	1.000 	1.000 	1.383 	1.000 	1.000 	1.284 	6.946 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.261 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.013 
LTBP1	1.000 	1.848 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	17.348 	296.382 	1.401 	1.000 	1.000 	20.629 	2.295 	109.868 	64.511 	221.961 	13.369 	1.620 	10.553 	34.917 	11.234 	65.886 	3.168 	1.000 	97.982 	223.024 	73.270 	41.400 
LTBP2	1.000 	1.000 	1.410 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	56.589 	1.000 	155.576 	69.541 	95.690 	20.144 	1.000 	11.736 	44.788 	58.089 	70.103 	22.499 	1.000 	146.157 	23.050 	41.970 	77.950 
LUM	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4536.057 	215.747 	214.500 	1.034 	1.000 	3.677 	1.842 	1.000 	155.265 	143.457 	1.000 	385.135 	29.787 	85.417 	22.130 
LXN	10.285 	1.643 	47.445 	3.097 	2.951 	1.285 	37.016 	22.121 	18.950 	12.195 	9.975 	2.700 	342.422 	65.322 	6.675 	32.026 	9.671 	35.004 	2.918 	67.380 	21.266 	74.491 	3.515 	12.725 	1.000 	2.743 	26.409 	26.411 	8.213 	6.967 	6.872 	7.405 	29.089 	22.224 
LY6G6D	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.451 	96.978 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LY6G6F	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.741 	127.834 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LY86	1.000 	59.222 	1.000 	1.000 	1.000 	93.554 	1.000 	1.000 	35.560 	14.033 	50.958 	1.988 	1.000 	1.000 	1.552 	29.302 	8.006 	1.000 	1.852 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.143 	1.000 	1.000 	1.000 	1.000 	1.000 
LY9	1.000 	2.168 	1.000 	42.822 	15.307 	115.148 	1.000 	1.000 	1.000 	1.000 	3.873 	71.620 	1.000 	1.000 	1.000 	3.219 	2.795 	1.000 	56.755 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LYPD1	1.024 	1.000 	1.000 	1.000 	1.000 	1.000 	1.013 	1.000 	1.004 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.108 	1.000 	1.000 	1.000 	1.161 	1.210 	25.110 	1.000 	1.000 	1.409 	6.354 	1.000 	1.000 	21.124 	1.000 	39.100 	76.496 
LYVE1	5.014 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.512 	1.000 	1.000 	1.000 	16.453 	1.000 	1.532 	1.000 	1.000 	1.000 	1.000 	14.253 	1.000 	4.994 	1.233 	100.368 	1.000 	1.000 	1.000 	1.000 	1.000 
LYZ	269.698 	6102.073 	26.344 	1.945 	2.072 	4.699 	25.985 	24.553 	15.047 	231.089 	6024.145 	473.220 	40.815 	17.729 	1217.055 	703.933 	419.818 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.537 	1.000 	1.000 	1.000 	24.839 	1.000 	1.000 	1.000 	1.000 	1.000 
LZTS1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.083 	1.000 	1.000 	1.000 	76.304 	1.000 	1.019 	1.000 	2.863 	1.000 	1.000 	2.348 	1.000 	2.852 	1.815 
MAL	1.000 	1.000 	3.556 	130.056 	1.000 	1.000 	3.498 	3.329 	1.000 	2.492 	1.000 	42.324 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.740 	17.245 	1.000 	1.000 	1.000 	1.000 	1.000 	25.111 	1.000 	1.000 	1.000 	11.997 
MAL2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	62.725 	1.000 	1.000 	15.711 	1.000 	1.000 	1.458 	1.235 	1.000 	1.000 	1.000 	13.810 
MAOA	1.000 	1.000 	3.267 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.472 	1.000 	4.112 	1.269 	1.000 	6.960 	18.610 	12.566 	1.000 	1.490 	6.047 	3.917 	15.983 	1.843 	11.671 	12.335 	21.857 	6.631 	146.587 	2.820 	1.000 	15.394 	1.000 	3.072 
MAP3K8	38.349 	137.060 	34.498 	1.453 	68.854 	85.803 	121.219 	63.226 	73.286 	219.597 	24.865 	3.634 	11.276 	19.055 	40.252 	18.868 	10.899 	1.513 	8.709 	10.413 	3.855 	2.891 	1.383 	2.049 	1.359 	1.027 	1.312 	1.798 	19.869 	1.011 	3.996 	2.501 	4.670 	1.067 
MB	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3880.814 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.854 	1.000 
MCAM	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.305 	1.000 	1.000 	1.000 	1.000 	1.000 	600.688 	1.623 	10.862 	19.139 	6.796 	141.811 	212.321 	64.726 	188.456 	1804.761 	22.403 	416.929 	52.180 	60.524 	1.000 	387.988 	228.455 
MCF2L	1.000 	1.000 	1.000 	3.470 	1.000 	3.178 	4.480 	1.104 	1.000 	1.000 	1.000 	2.819 	1.000 	3.286 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	234.523 	7.767 	1.000 	1.791 	4.883 	13.531 	29.136 	1.000 	1.427 	1.000 	4.957 
MCM10	1.000 	1.000 	9.468 	1.000 	1.000 	1.000 	1.613 	1.025 	1.000 	8.345 	1.000 	1.000 	52.750 	11.667 	3.066 	2.719 	1.000 	3.443 	1.000 	1.044 	1.343 	1.000 	1.335 	3.737 	1.000 	3.398 	4.090 	1.000 	1.000 	1.000 	3.136 	5.668 	1.262 	3.070 
MDFI	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	10.807 	1.000 	1.422 	1.000 	1.000 	32.591 	1.000 	1.000 	199.284 	11.813 	1.170 	5.913 	1.000 	1.000 	1.000 	83.903 	14.993 
MDK	4.243 	1.000 	60.372 	1.697 	1.000 	1.000 	113.397 	75.108 	37.876 	31.126 	1.094 	2.341 	1.000 	1.000 	2.077 	1.000 	1.468 	26.712 	2.070 	8.919 	17.717 	12.142 	33.433 	1.396 	1.000 	17.014 	32.519 	34.099 	2.500 	15.754 	9.681 	1.335 	333.123 	153.704 
MEF2B	1.000 	1.000 	1.000 	1.000 	1.000 	1.575 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	218.899 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
MEI1	10.005 	16.798 	22.570 	33.762 	34.524 	15.393 	19.500 	12.220 	1.000 	16.136 	13.313 	15.677 	1.000 	4.243 	2.724 	23.664 	3.108 	1.000 	223.957 	1.010 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.619 	2.567 	1.087 	1.942 	1.000 
MEIS1	1.000 	1.256 	81.777 	1.000 	1.664 	1.000 	141.173 	105.974 	37.793 	54.139 	1.000 	1.000 	14.977 	316.307 	1.000 	1.000 	1.000 	2.647 	1.000 	2.075 	18.986 	47.439 	5.719 	3.376 	1.000 	2.166 	3.841 	5.864 	4.401 	4.920 	22.564 	5.662 	23.694 	3.282 
MEST	1.000 	1.328 	114.195 	2.501 	1.000 	2.312 	133.480 	166.961 	80.162 	126.916 	1.000 	7.764 	39.390 	108.524 	7.308 	1.000 	1.000 	2.310 	2.164 	654.316 	40.595 	37.319 	10.966 	1.000 	1.000 	5.737 	1.000 	102.248 	128.323 	13.274 	271.847 	2.740 	775.186 	63.374 
MET	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.219 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	24.117 	1.780 	28.122 	7.263 	7.737 	68.890 	14.433 	11.953 	40.792 	14.390 	25.393 	12.802 	1.000 	9.848 	11.920 	11.975 	63.042 
MFAP2	1.000 	1.000 	23.392 	1.000 	1.000 	1.000 	51.011 	33.484 	11.872 	7.561 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	9.292 	1.000 	4.944 	27.384 	7.386 	15.147 	7.914 	1.000 	34.941 	10.268 	4.597 	2.316 	1.000 	12.411 	18.856 	73.280 	120.090 
MFAP4	1.000 	1.000 	17.035 	1.000 	1.000 	1.000 	47.054 	36.120 	27.864 	33.116 	1.000 	1.000 	1.000 	1.000 	1.270 	1.000 	1.000 	1.000 	1.000 	1.291 	36.011 	11.565 	1.000 	1.000 	8.683 	1.000 	1.000 	1.281 	54.179 	1.000 	13.499 	1.155 	49.946 	3.359 
MFAP5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.098 	14.140 	7.990 	1.002 	1.000 	31.817 	5.621 	1.000 	137.119 	102.264 	1.000 	1.000 	16.065 	141.738 	1.000 
MFSD12	8.325 	29.803 	1.000 	26.346 	7.442 	12.196 	1.000 	2.091 	4.868 	2.238 	187.986 	29.374 	1.000 	1.000 	13.211 	213.459 	331.544 	30.219 	26.372 	19.944 	32.479 	46.128 	43.227 	2323.625 	15.075 	24.117 	45.375 	44.623 	9.958 	1.822 	61.941 	42.864 	45.179 	148.557 
MGAM	186.333 	4.444 	1.000 	1.000 	3.339 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.334 	1.000 	1.000 	3.777 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.159 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
MGP	1.000 	1.000 	1.000 	1.967 	1.000 	1.559 	1.000 	1.000 	1.000 	1.000 	1.000 	1.661 	1.000 	1.000 	1.000 	1.000 	1.000 	62.234 	1.000 	26.140 	2.063 	8.351 	1.000 	1.000 	24.797 	1.000 	13.525 	10.911 	131.566 	2.552 	1.186 	1.000 	273.035 	29.604 
MIR205HG	1.950 	1.010 	1.059 	1.007 	1.017 	1.030 	1.491 	1.083 	1.529 	1.058 	1.000 	1.004 	1.279 	1.005 	1.001 	1.001 	1.003 	1.000 	1.026 	1.000 	1.000 	1.000 	1.180 	1.001 	1.014 	202.373 	1.000 	1.000 	1.000 	1.004 	1.002 	1.002 	1.000 	1.000 
MIR650	2.511 	1.050 	1.242 	1.032 	1.086 	1.135 	1.837 	1.298 	1.962 	1.248 	1.003 	1.021 	1.629 	1.030 	1.009 	1.013 	1.017 	1.002 	11889.937 	1.000 	1.002 	1.002 	1.000 	1.010 	1.071 	1.001 	1.004 	1.003 	1.000 	1.023 	1.011 	1.014 	1.000 	1.000 
MITF	1.000 	4.665 	5.156 	1.000 	1.000 	1.000 	1.418 	1.000 	1.000 	4.240 	52.532 	1.000 	10.145 	6.098 	2.216 	35.983 	53.649 	1.070 	1.000 	14.135 	1.997 	5.292 	1.994 	404.180 	43.362 	1.000 	1.204 	2.739 	9.684 	1.000 	1.774 	1.755 	1.000 	14.712 
MLA0	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	832.311 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
